"Authors","Title","Publication","Volume","Number","Pages","Year","Publisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nadi, Sarah; Dietrich, Christian; Tartler, Reinhard; Holt, Richard C; Lohmann, Daniel; ","Linux","variability","anomalies:","What","causes","them","and","how","do","they","get","fixed?","Proceedings","of","the","10th","Working","Conference","on","Mining","Software","Repositories",,,"111-120",2013,"IEEE","Press",,,,,,,,,,,
"Halkidi, Maria; Spinellis, Diomidis; Tsatsaronis, George; Vazirgiannis, Michalis; ","Data","mining","in","software","engineering","Intelligent","Data","Analysis",15,3,"413-441",2011,"IOS","Press",,,,,,,,,,,,,,,,,,,,,,,,,
"Zimmermann, Thomas; ","Mining","workspace","updates","in","CVS","Fourth","International","Workshop","on","Mining","Software","Repositories","(MSR'07:","ICSE","Workshops","2007)",,,"11-11",2007,"IEEE",,,,,,,,,,,,,,,,,,
"Kim, Sunghun; Whitehead Jr, E James; Bevan, Jennifer; ","Properties","of","Signature","Change","Patterns.","ICSM",6,,"4-13",2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tan, Lin; Liu, Chen; Li, Zhenmin; Wang, Xuanhui; Zhou, Yuanyuan; Zhai, Chengxiang; ","Bug","characteristics","in","open","source","software","Empirical","Software","Engineering",19,6,"1665-1705",2014,"Springer",,,,,,,,,,,,,,,,,,,,,,,,,
"Hall, Tracy; Beecham, Sarah; Bowes, David; Gray, David; Counsell, Steve; ","A","systematic","literature","review","on","fault","prediction","performance","in","software","engineering","IEEE","Transactions","on","Software","Engineering",38,6,"1276-1304",2012,"IEEE",,,,,,,,,,,,,,,,,,
"Bird, Christian; Bachmann, Adrian; Aune, Eirik; Duffy, John; Bernstein, Abraham; Filkov, Vladimir; Devanbu, Premkumar; ","Fair","and","balanced?:","bias","in","bug-fix","datasets","Proceedings","of","the","the","7th","joint","meeting","of","the","European","software","engineering","conference","and","the","ACM","SIGSOFT","symposium","on","The","foundations","of","software","engineering",,,"121-130",2009,"ACM",,,
"Hassan, Ahmed E; ","The","road","ahead","for","mining","software","repositories","Frontiers of Software Maintenance, 2008. FoSM 2008.",,,"48-57",2008,"IEEE",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bird, Christian; Rigby, Peter C; Barr, Earl T; Hamilton, David J; German, Daniel M; Devanbu, Prem; ","The","promises","and","perils","of","mining","git",2009,"6th","IEEE","International","Working","Conference","on","Mining","Software","Repositories",,,"1-10",2009,"IEEE",,,,,,,,,,,,,,,,,
"Wu, Rongxin; Zhang, Hongyu; Kim, Sunghun; Cheung, Shing-Chi; ","Relink:","recovering","links","between","bugs","and","changes","Proceedings","of","the","19th","ACM","SIGSOFT","symposium","and","the","13th","European","conference","on","Foundations","of","software","engineering",,,"15-25",2011,"ACM",,,,,,,,,,
"Kim, Sunghun; Ernst, Michael D; ","Which","warnings","should","I","fix","first?","Proceedings","of","the","the","6th","joint","meeting","of","the","European","software","engineering","conference","and","the","ACM","SIGSOFT","symposium","on","The","foundations","of","software","engineering",,,"45-54",2007,"ACM",,,,
"Kim, Sunghun; Zhang, Hongyu; Wu, Rongxin; Gong, Liang; ","Dealing","with","noise","in","defect","prediction",2011,"33rd","International","Conference","on","Software","Engineering","(ICSE)",,,"481-490",2011,"IEEE",,,,,,,,,,,,,,,,,,,,
"Rahman, Foyzur; Bird, Christian; Devanbu, Premkumar; ","Clones:","What","is","that","smell?","Empirical","Software","Engineering",17,"4-5","503-530",2012,"Springer",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pan, Kai; Kim, Sunghun; Whitehead Jr, E James; ","Toward","an","understanding","of","bug","fix","patterns","Empirical","Software","Engineering",14,3,"286-315",2009,"Springer",,,,,,,,,,,,,,,,,,,,,,,,
"Aversano, Lerina; Canfora, Gerardo; Cerulo, Luigi; Del Grosso, Concettina; Di Penta, Massimiliano; ","An","empirical","study","on","the","evolution","of","design","patterns","Proceedings","of","the","the","6th","joint","meeting","of","the","European","software","engineering","conference","and","the","ACM","SIGSOFT","symposium","on","The","foundations","of","software","engineering",,,"385-394",2007,"ACM",
"Rahman, Foyzur; Devanbu, Premkumar; ","Ownership, experience and defects: a fine-grained study of authorship","Proceedings","of","the","33rd","International","Conference","on","Software","Engineering",,,"491-500",2011,"ACM",,,,,,,,,,,,,,,,,,,,,,,,
"Gray, David; Bowes, David; Davey, Neil; Sun, Yi; Christianson, Bruce; ","The","misuse","of","the","NASA","metrics","data","program","data","sets","for","automated","software","defect","prediction","Evaluation & Assessment in Software Engineering (EASE 2011), 15th Annual Conference on",,,"96-103",2011,"IET",,,,,,,,,,,,,,,,,,
"Negara, Stas; Vakilian, Mohsen; Chen, Nicholas; Johnson, Ralph E; Dig, Danny; ","Is","it","dangerous","to","use","version","control","histories","to","study","source","code","evolution?","European","Conference","on","Object-Oriented","Programming",,,"79-103",2012,"Springer",,,,,,,,,,,,,,,,
"Di Penta, Massimiliano; Cerulo, Luigi; Guéhéneuc, Yann-Gaël; Antoniol, Giuliano; ","An","empirical","study","of","the","relationships","between","design","pattern","roles","and","class","change","proneness","Software Maintenance, 2008. ICSM 2008. IEEE International Conference on",,,"217-226",2008,"IEEE",,,,,,,,,,,,,,,,,,,
"Eyolfson, Jon; Tan, Lin; Lam, Patrick; ","Do","time","of","day","and","developer","experience","affect","commit","bugginess?","Proceedings","of","the","8th","Working","Conference","on","Mining","Software","Repositories",,,"153-162",2011,"ACM",,,,,,,,,,,,,,
"D'Ambros, Marco; Lanza, Michele; Pinzger, Martin; ",""" A Bug's Life"" Visualizing a Bug Database",2007,"4th","IEEE","International","Workshop","on","Visualizing","Software","for","Understanding","and","Analysis",,,"113-120",2007,"IEEE",,,,,,,,,,,,,,,,,,,,,
"Kim, Sunghun; Ernst, Michael D; ","Prioritizing","warning","categories","by","analyzing","software","history","Proceedings","of","the","Fourth","International","Workshop","on","Mining","Software","Repositories",,,27,2007,"IEEE","Computer","Society",,,,,,,,,,,,,,,
"Boogerd, Cathal; Moonen, Leon; ","Assessing","the","value","of","coding","standards:","An","empirical","study","Software Maintenance, 2008. ICSM 2008. IEEE International Conference on",,,"277-286",2008,"IEEE",,,,,,,,,,,,,,,,,,,,,,,,
"Boogerd, Cathal; Moonen, Leon; ","Evaluating","the","relation","between","coding","standard","violations","and","faultswithin","and","across","software","versions",2009,"6th","IEEE","International","Working","Conference","on","Mining","Software","Repositories",,,"41-50",2009,"IEEE",,,,,,,,,,,
"Aversano, Lerina; Cerulo, Luigi; Del Grosso, Concettina; ","Learning","from","bug-introducing","changes","to","prevent","fault","prone","code","Ninth","international","workshop","on","Principles","of","software","evolution:","in","conjunction","with","the","6th","ESEC/FSE","joint","meeting",,,"19-26",2007,"ACM",,,,,,,,,
"Kim, Sunghun; Zimmermann, Thomas; Whitehead Jr, E James; Zeller, Andreas; ","Predicting","faults","from","cached","history","Proceedings","of","the","29th","international","conference","on","Software","Engineering",,,"489-498",2007,"IEEE","Computer","Society",,,,,,,,,,,,,,,,,,
